"company","invoice","paymentNumber","payment","dueDate","paymentDate","amount","status","invoiceStatus","notes","paymentMethod","note","Debt Report","Payments","All Schedules","ID","Created Date","Updated Date","Owner","percentage","subInvoice"
"02e81c6c-f768-42f0-85fd-2d5f73a5b2b3","1c9de20a-a2d0-43fc-b701-d24f1a6be0aa",,"Final Payment",2022-12-28T20:00:00Z,2023-01-18T20:00:00Z,1000,"Paid","Active","<p>01/02 - Chased Final Payment</p>","1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","7cddca0f-f507-40d1-9ccf-6ffccab3746f",2022-12-30T07:36:22Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"56eac7e9-af94-47c0-b4b1-2a4101a9b0c1","02fd6982-dffb-46ec-8028-65abfb3ffec8",,"Payment 9",2025-11-06T20:00:00Z,,33253.25,"Due","Active",,,,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","7d07a812-f85c-4f7f-875d-070bfa7be0dd",2025-03-07T08:15:09Z,2025-11-07T08:30:33Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"b372c328-44bd-4a98-b673-29e299159fa9","3ee99b9e-52be-4116-adfd-9639464fec8d",,"40% Initial Payment",2023-03-28T16:00:00Z,2023-04-23T16:00:00Z,9240,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","7d897ad0-d3d8-492a-a486-1e22f6a28e17",2023-03-29T10:22:41Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"c40e1135-1087-4058-9ce1-24d38655894b","f771c016-a61c-4fd8-a928-418b5e683bfd",,"Due for Payment",2025-05-30T16:00:00Z,2025-06-23T06:17:38Z,2000,"Paid","Active",,"3b10f3fc-ba88-415d-b2a9-024cd41f5268",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","7da2457d-b3b2-421b-8b5d-bfef57d24de2",2025-05-29T09:17:35Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"5ce89196-d503-4960-a087-3d0d94018925","b5812063-5907-466d-b03e-29b20bfe3d48","RX-25MM-108","Due for payment",2025-10-24T20:00:00Z,2025-10-26T20:00:00Z,2100,"Paid","Active","<p>paid thru reimbursement</p>","1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","7e12ced8-29e9-40e9-a612-2f00f8b9ce28",2025-10-27T08:11:25Z,2025-10-27T08:11:46Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"5ce89196-d503-4960-a087-3d0d94018925","15bebae1-8b36-4320-a270-45c78c86440f","RX-25MM-090","Due for Payment",2025-09-23T20:00:00Z,2025-09-24T20:00:00Z,105,"Paid","Active","<p>Thru Reimbursement</p>","1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","7e1321d8-b5f7-42eb-8722-e34aa19736ca",2025-09-24T07:55:23Z,2025-09-24T07:55:41Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"f9c4b9cf-50cd-44a2-ba40-f853a021b41f","ae32fca9-d907-4e8e-aa92-3543c4264776",,"Payment Due",2026-03-21T20:00:00Z,2026-03-21T20:00:00Z,1575,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","7e1c346f-22a0-4577-ad0b-8fadef6751f3",2026-03-18T08:38:15Z,2026-03-23T06:58:23Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"a2b2ac31-3ec4-421a-a429-676fed26d838","6e8c087c-a022-46e7-ab1d-cf87701ab11c",,"Final",2023-01-15T16:00:00Z,2023-06-21T16:00:00Z,6000,"Paid","Active","<p>01/02 - Chased Final Payment</p><p>01/30 - Chased</p><p>03/06 - Chased</p><p>03/13 - Chased</p>","1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","7e32b2dc-c9b2-4ad4-bc9f-d096ae574920",2022-11-28T13:03:59Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"97fa41fe-3189-46cb-93d0-c7aa942c609c","28612ab3-486d-49aa-8ef8-0f201b6c03e7","RX-REV23MM-008","50% Payment",2023-05-31T16:00:00Z,2023-05-31T16:00:00Z,2250,"Paid","Active",,"3b10f3fc-ba88-415d-b2a9-024cd41f5268",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","7e52eb85-ea93-43a9-bbbb-766be2f4d56d",2023-06-01T05:53:06Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"18b7a26f-7f8a-456f-a7c6-d26aa1535fec","376859ae-1f04-4275-af20-c5f0f6bc9ce1",,"Month 1 - Immediate Payment upon project approval",2025-10-05T20:00:00Z,2025-10-16T20:00:00Z,22035,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7","<p>Service   Fees (USD) $6,000</p><p>Ad Spend   (USD) $1,360</p><p>Total   (USD) $7,360</p><p> </p><p> </p>","/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","7e599602-0152-4df0-8fdd-10b00991ba99",2025-10-06T10:32:11Z,2025-10-20T08:51:41Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"734506c8-4e02-428f-92a5-1f1a96a7cd28","091fb1b5-396f-4e3b-b517-b73d011dbbef",,"50% Advance Payment",2023-08-30T20:00:00Z,2023-09-05T20:00:00Z,17272.5,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","7ffddff8-a270-465e-9708-84a7f1411762",2023-08-23T08:08:43Z,2025-08-07T11:59:46Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"75be43f0-4a3a-44ed-8e43-cfe7fe4615c2","e5b373d5-92e4-411b-b35f-83e63c106f28","RX-24MM-105","Due upon completion",2024-12-10T20:00:00Z,,11340,"Due","Active",,,,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","803efce2-7f7a-4a5d-a7c3-52bc2f1452fc",2024-11-27T07:32:58Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"0d5fb996-1d33-40e4-a21c-63d0244f4b18","88535157-20ce-4b59-986c-e14ae7d40d55",,"Month 1 Payment - May",2024-03-23T20:00:00Z,2024-03-27T20:00:00Z,5775,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","80ece6c3-a387-4925-8093-afd261d9adfd",2024-03-23T11:06:25Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"bc6fcd28-3ce6-4fa8-ae26-c74e8e881e89","4ced27e8-8aed-4455-b628-f2dbe8b785b5",,"Payment Due",2024-12-12T20:00:00Z,2024-12-13T20:00:00Z,9849,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","80f3ed3e-305c-4b24-ac83-e5a009051957",2024-12-13T19:01:38Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"5ce89196-d503-4960-a087-3d0d94018925","369e86b5-6682-47e2-b6f8-8c9eae36731f","RX-25MM-126","Due for Payment",2025-11-19T20:00:00Z,2025-11-19T20:00:00Z,2100,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","81d9c378-02c3-468f-99ff-240484f8e54d",2025-11-20T11:25:09Z,2025-11-20T11:25:22Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"56eac7e9-af94-47c0-b4b1-2a4101a9b0c1","02fd6982-dffb-46ec-8028-65abfb3ffec8",,"Payment 12",2026-02-06T20:00:00Z,,33253.25,"Due","Active",,,,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","820fd16f-ca07-460f-a7aa-ce6e8b968824",2025-03-07T08:15:09Z,2026-02-09T07:16:05Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"c46a0b82-78f2-4142-8e25-a9f3f16bda0a","adb28d56-8689-435f-a940-525a96949633",,"50% Final Payment",2024-01-01T16:00:00Z,2024-03-28T16:00:00Z,20737.5,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","8251e051-54cd-4c2b-84ef-409830067a8b",2023-11-15T06:20:50Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"f93f643b-5796-45aa-a79f-c8d0b609c130","60facc50-a26b-44e6-9210-50ee7c30b3ce",,"100% Due for Payment",2025-02-26T20:00:00Z,2025-03-17T20:00:00Z,3412.5,"Paid","Active","<p>Discounted invoice from 5775 - Chased 5 March 2025</p>","1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","82c21ebc-a6a4-480f-b4dc-366bf48ceae6",2025-02-27T06:54:15Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"f9c4b9cf-50cd-44a2-ba40-f853a021b41f","871f7c80-3c67-4d01-bf4d-433ce8ba1d77","RX-25MM-055","Due for Payment",2026-02-25T20:00:00Z,,1575,"Due","Active",,,,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","8310b7d1-868f-4244-8f3f-4dee80f693f5",2025-05-30T11:07:14Z,2026-02-27T05:56:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"448570ff-ae32-45a3-8790-5bca1175adae","b005a847-cf8b-4544-8a29-c3b52c9288b4",,"Due for Payment",2025-11-19T20:00:00Z,2025-11-19T20:00:00Z,2100,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","8318843f-70bc-48e0-8707-97d448a22613",2025-11-20T11:16:26Z,2025-11-20T11:32:25Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"21174091-b4b6-4c66-8637-9f661fa79705","8bd40a88-bf46-45d4-af07-54b3877bb4d3","RX-24MM-016","100% Immediate Payment",2024-02-22T16:00:00Z,,11020,"Due","Cancelled",,,,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","83ee8a30-51a9-4520-a301-920e7a5330c2",2024-02-23T09:21:15Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"55bfa58a-2dc6-43ef-b1e0-916de917c8ab","658e2959-db6f-49d5-9fb7-501eddaca1bb",,"Final Payment",2023-04-03T16:00:00Z,2023-08-09T16:00:00Z,3500,"Paid","Active","<p>07/31 - Chased</p>","1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","840d2da6-d015-474f-9a46-ce63cf0ae91a",2023-03-02T05:21:48Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"56eac7e9-af94-47c0-b4b1-2a4101a9b0c1","b158ba19-5e9c-480c-ba40-69b0760a6c48",,"Due for Payment",2025-11-05T20:00:00Z,2025-11-16T20:00:00Z,2441.25,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","84178196-6d87-49c3-aad9-9edb8e3d3573",2025-11-03T06:23:05Z,2025-12-11T09:56:56Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"f32c1b3c-b303-4392-80fe-40e24b350b1c","1287be9d-90ee-49ef-b9ba-53d4ec087f38",,"50% Advance Payment",2023-01-16T16:00:00Z,2023-01-16T16:00:00Z,1000,"Paid","Active","<p>Advance Payment Paid</p>","1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","8483d7b7-a59f-4ec9-b5a7-0f7765a561b2",2023-01-17T06:55:19Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"66013622-ec16-43ed-9a25-55ea22df2960","87d9d49d-621d-4b69-aeff-4d45992b45f5","RX-MEX22MM-040","Final",2022-06-29T20:00:00Z,2022-06-29T20:00:00Z,2500,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","84cde8eb-a528-40b6-a8b8-bbadcd2acfe1",2022-11-30T16:38:59Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"0d5fb996-1d33-40e4-a21c-63d0244f4b18","738f827d-bc74-4047-b4a0-f28412e615eb",,"2nd Payment",2025-08-31T20:00:00Z,2025-09-16T20:00:00Z,11000,"Paid","Active","<p>250 overpaid - 3rd payment adjusted</p>","1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","863061be-4645-4ebf-90b4-3fb9f70b34cf",2025-08-04T06:35:40Z,2025-10-30T09:01:27Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"f9c4b9cf-50cd-44a2-ba40-f853a021b41f","bfa32837-d1e6-458f-9716-a739c8bf4c59","RX-25MM-057","Due for Payment",2026-05-06T20:00:00Z,,1575,"Due","Active",,,,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","86373350-a7f5-438c-b2e7-70245660aa36",2025-05-30T11:10:35Z,2026-05-14T08:18:09Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"e2b67c24-6545-4ed4-953f-06c53d8f6e6b","3951df0b-8738-4ff9-9080-47aafc61d7f0",,"3rd Installment",2024-10-31T16:00:00Z,2025-01-15T16:00:00Z,5250,"Paid","Active","<p>INV-24MM-079B</p>","1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","86688e7d-74d7-4f4f-a992-4aeca95bfe4f",2024-07-30T06:44:01Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"8531dfbc-a4e8-4f95-a527-7510c009a6bd","34652115-c023-4f5c-8816-9e746b75b67b","RX-REV23MM-070","50% Initial Payment",2023-07-23T16:00:00Z,2023-07-23T16:00:00Z,1000,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","86c0668c-0f10-4ea7-9117-baf4318eb781",2023-07-24T11:49:58Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"2efc4a99-f8c9-4b25-b8fd-463c8f13cad2","32e7b2ea-f330-40bf-b441-91b558dc95fa","RX-REV23MM-097","3rd Payment",2024-02-29T16:00:00Z,2024-05-26T16:00:00Z,3500,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","86eff2fa-4899-4196-a178-a2b0b8a93936",2024-06-12T09:32:49Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"aa83a9f4-58d8-4c37-9029-13cd8b1494e9","9da421f3-8795-4f9e-82fa-b855acc507b2",,"Final",2022-06-29T20:00:00Z,2022-06-29T20:00:00Z,7825,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","87d6d156-5a0d-4689-b949-94a3c5b00560",2022-11-30T20:29:50Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"f366a4bc-ab80-483f-88d6-7843cb313797","1cde3a97-f398-4c70-b399-2ec4f42188f7",,"50% Due for payment",2024-08-03T20:00:00Z,2024-08-05T20:00:00Z,7517.5,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","8840203a-c05e-4086-9682-c294cb001901",2024-07-22T12:35:59Z,2025-08-11T09:05:29Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"e5a8f142-b45d-4375-973d-f0cc776663e1","bbfe9b9c-c62f-4aa5-9e52-2108da372154",,"March",2025-02-25T20:00:00Z,2025-03-02T20:00:00Z,5170,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","88687088-c04f-41f9-88e6-352ffe285451",2024-07-31T06:51:33Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"95e395d7-0d71-4943-aab0-4d2e8bb091f8","599628ac-c4a0-41cd-b74e-8486e94395c3",,"Full Payment",2023-08-15T16:00:00Z,2023-08-22T16:00:00Z,87000,"Paid","Active","<p>Half of the invoice - INV-REV23MM-041</p><p>Paid Invoice - AED 88,500.00</p>","1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","88bf0dc7-9684-490d-8df2-42e202b1370a",2023-08-16T07:31:54Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"21174091-b4b6-4c66-8637-9f661fa79705","7a78327b-6898-43ff-91b3-d28b37274af0",,"Upon Project Completion",2023-04-15T16:00:00Z,2023-06-04T16:00:00Z,5498.12,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","88ccede3-8d66-49df-bb83-acbb5c016046",2023-02-24T16:39:32Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"e2b67c24-6545-4ed4-953f-06c53d8f6e6b","8743eee5-b60c-479e-946c-86eaa4386c3e","RX-24MM-080","9th Installment",2025-04-30T16:00:00Z,,18900,"Due","Cancelled",,,,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","890e7926-f2f5-4227-8c93-5a6f2831e50c",2024-07-30T07:01:52Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"2efc4a99-f8c9-4b25-b8fd-463c8f13cad2","ca9c4b71-8a25-4a94-b1a3-e3e49e6fbb4d",,"50% Upon Completion of the Project",2023-11-08T16:00:00Z,2023-10-22T16:00:00Z,2742.6,"Paid","Active",,"3b10f3fc-ba88-415d-b2a9-024cd41f5268",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","894708b9-da92-484b-9e06-bab3e9c62c6a",2023-10-09T06:09:45Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"c46a0b82-78f2-4142-8e25-a9f3f16bda0a","2051dd44-5f7b-42d4-a346-5507846fcb55",,"Final",2022-11-23T16:00:00Z,2023-02-22T08:00:00Z,35000,"Paid","Active","<p>11/28 - sent invoice to Paris</p><p>12/06 - sent follow-up email</p><p>12/12 - sent follow-up email to Paris</p><p>12/16 - sent follow-up</p><p>12/29 - Chased Paris</p>","1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","89e3fc4e-135c-48b4-ac21-9177ed0c7a3d",2022-11-24T22:52:41Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"07bd1c95-c349-4be3-a05e-877a405281f7","ea391858-b4f6-4d62-88c5-91b2a8ff5188",,"50% Payment Due",2025-12-11T20:00:00Z,2025-12-17T20:00:00Z,12337.5,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","8a439d43-5c6a-49d5-968d-f7d50c40550e",2025-12-10T07:21:06Z,2025-12-18T06:21:47Z,"01f011dc-8d52-4de4-9524-780ccef3313b",0.5,
"fcf1dbd0-6818-40c7-82fb-94bc6ebba655","42d7d6c7-dc3a-42ec-9207-67b7b782efff",,"Final",2022-09-11T20:00:00Z,2022-09-11T20:00:00Z,500,"Paid","Active",,"3b10f3fc-ba88-415d-b2a9-024cd41f5268",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","8a871474-5cfe-4e86-bd09-08b7ea4f3bda",2022-11-30T20:59:12Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"e2b67c24-6545-4ed4-953f-06c53d8f6e6b","3951df0b-8738-4ff9-9080-47aafc61d7f0","RX-24MM-079","10th Installment",2025-05-31T16:00:00Z,,5250,"Due","Active",,,,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","8b6b406e-310d-4447-b7a2-fb315d8d94a4",2024-07-30T06:46:46Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"f9aa4f91-b841-4e4e-9c7d-9808d0894ab0","6a7e0017-e3be-48c0-90e6-333829b83ab5","RX-24MM-053","Phase 4 upon completion of the project 1/3",2026-04-08T20:00:00Z,2026-04-23T20:00:00Z,46935,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","8ba52306-b1ed-43a5-8d1e-313ed947e2cd",2026-04-24T10:44:05Z,2026-04-24T10:44:17Z,"01f011dc-8d52-4de4-9524-780ccef3313b",0,
"34a2f467-ef8e-4733-b6ad-7d176e614466","eab47d7b-4481-4765-88d3-290cb88125ec",,"Due every 15th of the month",2026-02-14T20:00:00Z,2026-02-17T20:00:00Z,13125,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","8bb55c1b-4d4b-45a2-95f8-06b4a55592ca",2026-01-15T08:09:53Z,2026-02-18T10:02:44Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"f93f643b-5796-45aa-a79f-c8d0b609c130","6a31ea62-f652-4a24-8955-c14601062567",,"Initial Payment",2025-10-06T20:00:00Z,2025-10-12T20:00:00Z,3393,"Paid","Active","<p>AED 2,643.75 - Pending (Unpaid)</p><p>AED 6,037.50 TOTAL AMOUNT</p><p> </p><p><span style=""font-weight:bold"">Brand Guidelines - New Brand - AED 5,000</span></p><ul><li>Includes logo (English), basic usage rules, colour palette, typography</li><li>Deliverables: PDF guideline document + logo files</li></ul><p><span style=""font-weight:bold"">Rebranding of Logo - AED 750</span></p><p><span style=""font-weight:bold"">Rebranding of Logo </span>to Gaming unlocked) </p><p> </p>","1e696b2d-37f8-4c75-ae62-d0f85cda27a7","<p>Invoice requested by Wilson 07 October 2025 via WhatsApp</p>","/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","8c5746e0-2feb-40fa-936d-85f419fe6176",2025-10-07T09:44:08Z,2026-01-27T08:52:07Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"46ec2c6f-c19b-4c82-982c-13b9cc6bb54c","e4c2fb12-f49f-47fb-a2d7-d847023185ee",,"100% Due for payment",2024-11-26T20:00:00Z,2024-11-27T20:00:00Z,1942.5,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","8c6f06bf-70ca-4ead-95c0-9fb5de8581e4",2024-11-27T06:35:22Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"f9c4b9cf-50cd-44a2-ba40-f853a021b41f","e096cd63-aa4d-47de-9cd4-88876417b1ff",,"50% Advance Payment",2023-11-25T20:00:00Z,2023-12-25T20:00:00Z,3799.69,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","8c7d49cd-d916-4f18-a43d-c39df42aac46",2023-11-23T07:47:42Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"c46a0b82-78f2-4142-8e25-a9f3f16bda0a","836cf8dc-fe72-4c0f-a0aa-be8d433d4682",,"Full Payment - 30 days from PO Submission",2023-09-10T16:00:00Z,2023-11-08T16:00:00Z,5500,"Paid","Active","<p>11/03/2023 - Chased full payment</p>","1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","8d199000-f65b-441c-a722-f846979a8085",2023-08-11T06:25:47Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"34a2f467-ef8e-4733-b6ad-7d176e614466","e3800fc6-a1a5-4979-b176-dca8ecfaf0db",,"Due Payment",2025-09-26T20:00:00Z,2025-09-28T20:00:00Z,5775,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","8d5b71da-6856-412d-a1dd-a559c5c72918",2025-08-28T06:07:53Z,2025-09-30T06:28:43Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"90e8e208-1d0c-4405-a90d-b3682dd74346","39d73b05-5d68-452c-a689-090e988f9c3b",,"February",2025-03-13T20:00:00Z,2025-03-25T20:00:00Z,2000,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","8ed02ef0-2b4e-4c47-895d-4938486eedb4",2025-03-17T08:21:40Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"f93f643b-5796-45aa-a79f-c8d0b609c130","d6e99bae-0ac4-44d7-99cb-59c131b6c823",,"50% Upon Completion",2024-11-24T20:00:00Z,2025-05-26T20:00:00Z,6300,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","8fbe79a1-056c-47c2-b24e-7b42f9fe6b2f",2024-10-14T12:03:21Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",0.5,
"34a2f467-ef8e-4733-b6ad-7d176e614466","f0ed4a41-c843-44c7-9edc-d3e60e223be7",,"Due every 15th of the month",2026-01-14T20:00:00Z,2026-01-14T20:00:00Z,13125,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","8fc21a27-5870-49db-a73e-053ae4215d9b",2025-12-16T06:45:00Z,2026-01-15T08:04:25Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
